"nom_methode_dpe","version_methode_dpe","date_etablissement_dpe","consommation_energie","classe_consommation_energie","estimation_ges","classe_estimation_ges","annee_construction","surface_thermique_lot","latitude","longitude","tr001_modele_dpe_type_libelle","tr002_type_batiment_description","code_insee_commune_actualise","tv016_departement_code","geo_adresse","geo_score"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-08",140,"C",4,"A",1978,97,48.244588,4.896669,"Vente","Maison Individuelle","52100","52","Rue de la Fontaine à Pratz 52330 Colombey les Deux Églises",0.61
"FACTURE - DPE","V2012","2013-04-18",150.04,"C",4.89,"A",1948,255.22,48.193351,-0.664738,"Vente","Maison Individuelle","53146","53","18 Rue Vénus 53470 Martigné-sur-Mayenne",0.79
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-15",211,"D",10,"B",1978,105,50.6330956,3.0449331,"Vente","Maison Individuelle","54113","54","Rue de Toul (Arrêt de bus) Lille",0.89
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-02",283,"E",16,"C",2009,124.55,49.329212,5.2313,"Vente","Maison Individuelle","55230","55","10 Rue de la Louchette 55110 Vilosnes-Haraumont",0.55
"3CL - DPE","V2012","2013-04-16",0,"N",0,"N",1930,113.9,47.914701,-3.333803,"Vente","Maison Individuelle","56166","56","1 Rue de Bécherel 56240 Plouay",0.95
"TROIS_CL_DPE","VERSION_2012","2013-04-24",258.48,"E",60.48,"F",1982,280,49.189007,6.624731,"Vente","Maison Individuelle","57274","57","3 Rue du Stade 57880 Guerting",0.39
"3CL - DPE","V2012","2013-05-06",439,"F",105.47,"G",1974,72,46.84249,3.455098,"Vente","Maison Individuelle","58250","58","29 Route de la Machine 58300 Saint-Léger-des-Vignes",0.94
"Méthode Facture",,"2013-04-12",0,"N",0,"N",1947,23,,,"Location","Logement","59163","59",,0
"Méthode Facture",,"2013-04-12",205,"D",6,"B",1,103.29,49.548133,2.449512,"Neuf","Maison Individuelle","60112","60","Rue du Sac 60130 Brunvillers-la-Motte",0.51
"Méthode Facture",,"2013-04-22",148,"C",4,"A",1947,60,48.724921,0.618674,"Vente","Maison Individuelle","61100","61","Lieu Dit Petite Rechinière 61270 La Chapelle-Viel",0.44
"Méthode Facture",,"2013-04-12",251,"E",8,"B",1,71.11,50.404602,1.725596,"Neuf","Maison Individuelle","62870","62","Route de Boisjean 62170 Wailly-Beaucamp",0.63
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-06",155,"D",36,"E",1983,64.1,44.0701402,5.9886167,"Vente","Logement","63000","63","Rue des Sycomores (Chemin piéton) Château-Arnoux-Saint-Auban",0.75
"Méthode Facture",,"2013-04-24",90,"B",2,"A",1947,29,43.498951,-0.835789,"Vente","Logement","64500","64","Rue de l'Eglise 64300 Salles-Mongiscard",0.34
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-23",249,"E",58,"F",1975,104,,,"Vente","Maison Individuelle","65140","65",,0
"3CL - DPE","V2012","2013-04-09",145.35,"C",4.16,"A",2001,100,42.624182,2.819676,"Vente","Maison Individuelle","66145","66","7 Avenue des Raisins 66300 Ponteilla",0.79
"Méthode Facture",,"2013-04-25",185,"D",55,"E",1947,85.7,48.5824013,7.7364124,"Location","Logement","67000","67","Faubourg National (Arrêt de tram) Strasbourg",0.76
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-26",193,"D",45,"E",1989,64.58,,,"Vente","Logement","68190","68",,0
"Méthode Facture",,"2013-04-10",174,"D",40,"E",1947,57.13,,,"Vente","Logement","69100","69",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-07",120,"C",4,"A",2006,134,47.283121,5.74278,"Location","Maison Individuelle","70150","70","Rue de la Traverse 70150 Chenevrey-et-Morogne",0.31
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-20",163,"D",38,"E",1972,62.4,,,"Vente","Logement","71160","71",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-07",377,"F",24,"D",1978,133.24,46.3753738,-0.3945535,"Location","Maison Individuelle","72610","72","Rue de la Mare aux Loups (Chemin) Saint-Gelais",0.72
"FACTURE","VERSION_2012","2013-05-07",205.9,"D",5.93,"A",1930,200,,,"Vente","Maison Individuelle","73920","73",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-16",201,"D",55,"E",1997,124.75,46.0554163,6.7773949,"Vente","Maison Individuelle","74200","74","Route de la Glière (Pont) Sixt-Fer-à-Cheval",0.73
"Méthode Facture",,"2013-04-15",0,"N",0,"N",1947,25.65,47.873249,4.0713691,"Location","Logement","75005","75","Rue des Fossés (Chemin) Saint-Martin-sur-Armançon",0.78
"Méthode Facture",,"2013-04-12",205,"D",6,"B",1,115.89,,,"Neuf","Maison Individuelle","76110","76",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-13",163,"D",38,"E",1989,86.4,49.1843007,-0.3922465,"Vente","Maison Individuelle","77290","77","Marché de la Rue de Bayeux (Place de marché) Caen",0.72
"Méthode Facture",,"2013-04-22",222,"D",66,"F",1947,75.5,49.0056293,4.2049904,"Vente","Logement","78600","78","Rue de Procession (Chemin) Aulnay-sur-Marne",0.72
"3CL - DPE","V2012","2013-04-12",109.82,"C",25.7,"D",2003,125.55,46.953589,-0.584991,"Vente","Maison Individuelle","79195","79","3 Passage Anne Jamin 79250 Nueil-les-Aubiers",0.95
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-15",418,"F",82,"G",1975,71,,,"Vente","Maison Individuelle","80310","80",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-09",227,"D",12,"C",1989,134,43.4651884,1.6759935,"Vente","Maison Individuelle","81600","81","Chemin d'En Jonc Labastide-Beauvoir",0.82
"3CL - DPE","V2012","2013-05-16",0,"N",0,"N",1948,29,43.852565,1.237643,"Vente","Logement","82190","82","1 Allée des Remparts 82600 Verdun-sur-Garonne",0.82
"3CL - DPE","V2012","2013-04-11",0,"N",0,"N",1807,141.13,43.181481,6.051005,"Location","Maison Individuelle","83130","83","Chemin des Penchiers 83210 Solliès-Pont",0.82
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-26",221,"D",66,"F",1948,110.25,43.8473271,6.2229323,"Vente","Maison Individuelle","84220","84","Rue de la Bourgade (Pont) Moustiers-Sainte-Marie",0.73
"Méthode Facture",,"2013-05-03",0,"N",0,"N",1947,62,43.7912481,5.8672974,"Vente","Maison Individuelle","85540","85","Chemin de la Brunetière Gréoux-les-Bains",0.89
"3CL - DPE","V2012","2013-04-17",186.21,"D",43.57,"E",1994,63,47.0417217,0.9074732,"Location","Maison Individuelle","86027","86","Rue Alfred de Vigny (Pont) Esves-le-Moutier",0.77
"3CL - DPE","V2012","2013-04-18",168.8,"D",50.64,"E",1900,136,45.881934,1.061346,"Vente","Maison Individuelle","87185","87","Les Terres de la Chapelle 87420 Saint-Victurnien",0.41
"3CL - DPE","V2012","2013-04-03",336.42,"F",17.47,"C",1997,58,48.068174,6.871064,"Vente","Logement","88196","88","11 Rue du Lac 88400 Gérardmer",0.95
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-14",424,"F",99,"G",1948,85,,,"Vente","Logement","89200","89",,0
"3CL - DPE","V2012","2013-04-17",137.68,"C",32.22,"D",1978,109,47.643477,6.860451,"Vente","Logement","90010","90","14 Rue du Magasin 90000 Belfort",0.96
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-16",191,"D",34,"D",2001,125,,,"Vente","Maison Individuelle","91170","91",,0
"FACTURE - DPE","V2012","2013-04-23",309.34,"E",72.39,"F",1974,64.35,48.8367145,2.226154,"Vente","Logement","92012","92","Stade Alphonse-Le-Gallo (Centre sportif) Boulogne-Billancourt",0.71
"Méthode Facture",,"2013-04-17",327,"E",76,"F",1,64.86,,,"Vente","Logement","93100","93",,0
"FACTURE","VERSION_2012","2013-04-29",382.36,"F",2326.33,"G",1963,57.8,48.803453,2.455976,"Vente","Logement","94028","94","1 Rue Francis Picabia 94000 Créteil",0.96
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-17",233,"E",54,"E",1975,100,49.0218237,2.2121927,"Vente","Maison Individuelle","95470","95","Allée Maryse Bastié (Chemin piéton) Taverny",0.81
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-22",507,"G",30,"D",1960,70.78,45.6092421,4.6801172,"Vente","Maison Individuelle","01450","01","Rue de l'Abbaye (Viaduc) Mornant",0.89
"3CL - DPE","V2012","2013-04-30",336.37,"F",80.69,"F",1956,100,48.6319054,2.4341081,"Vente","Maison Individuelle","2738","02","Rue Edouard Branly (Pont) Évry",0.81
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-04",430,"F",129,"G",1948,63.96,47.0666263,4.8806826,"Vente","Maison Individuelle","03700","03","Rue de Massenet (Pont) Ladoix-Serrigny",0.72
"3CL - DPE","V2012","2013-05-18",0,"N",0,"N",1974,75,44.344403,6.029288,"Vente","Logement","04134","04","165 Rue de la République 04250 La Motte-du-Caire",0.94
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-05",851,"G",54,"E",1975,23.3,46.0263542,6.6383594,"Vente","Logement","05560","05","Le Névé (Restaurant) Arâches-la-Frasse",0.88
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-15",345,"F",17,"C",1948,46.55,,,"Vente","Logement","06400","06",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-24",92,"C",4,"A",1989,145,44.3002909,5.3776305,"Vente","Maison Individuelle","07000","07","La Condamine (Pont) Sainte-Euphémie-sur-Ouvèze",0.9
"FACTURE","VERSION_2012","2013-05-10",306.51,"E",47.88,"E",1947,52,49.77417,4.72706,"Vente","Logement","08105","08","72 bis Avenue Forest 08000 Charleville-Mézières",0.8
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-15",234,"E",54,"E",1948,90,,,"Location","Maison Individuelle","09000","09",,0
"3CL - DPE","2012","2013-04-30",176.6,"D",52.98,"E",1998,155,48.359479,3.875584,"Vente","Maison Individuelle","10414","10","2 Impasse de la Benoise 10350 Villeloup",0.93
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-22",186,"D",13,"C",1983,45,44.9538808,4.9032554,"Vente","Logement","11560","11","résidence Les Iris (Zone résidentielle) Bourg-lès-Valence",0.76
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-16",310,"E",16,"C",1948,45,46.225505,6.643637,"Vente","Maison Individuelle","12170","12","Le Bouquetin (Appartement) Saint-Jean-d'Aulps",0.8
"Méthode Facture",,"2013-04-18",193,"D",26,"D",1947,75.1,43.2999615,5.4100195,"Vente","Logement","13004","13","Centre municipal d'Animation Hopkinson (Salle des fêtes) Marseille",0.81
"Méthode Facture",,"2013-04-19",199,"D",6,"B",1,105.47,47.7858625,6.5100326,"Neuf","Maison Individuelle","14600","14","Chemin du Banc Belmont",0.74
"FACTURE","VERSION_2012","2013-05-27",428.25,"F",11.15,"C",1900,118,44.963307,3.102164,"Location","Maison Individuelle","15002","15","Les Armenies 15100 Alleuze",0.39
"FACTURE - DPE","V2012","2013-04-09",34.84,"A",8.15,"B",2006,73.5,45.63127,0.166008,"Neuf","Maison Individuelle","16015","16","Hameau des Rossignols 16000 Angoulême",0.86
"3CL - DPE","V2012","2013-04-16",301.75,"E",14.03,"C",1980,26.04,45.644464,-1.091281,"Vente","Logement","17380","17","Rue Marcel Vallet 17420 Saint-Palais-sur-Mer",0.83
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-02",474,"G",110,"G",1948,79,47.9014909,1.8502056,"Vente","Maison Individuelle","18000","18","Rue Lavoisier (Pont) Ingré",0.83
"Méthode Facture",,"2013-05-22",0,"N",0,"N",1947,85,,,"Location","Maison Individuelle","19100","19",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-29",329,"E",18,"C",1989,24.46,,,"Vente","Logement","21000","21",,0
"FACTURE","VERSION_2012","2013-05-03",464.62,"G",15.12,"C",1947,97.7,48.802349,-3.388069,"Location","Maison Individuelle","22134","22","70 Route de Nantouar 22700 Louannec",0.33
"FACTURE","VERSION_2012","2013-05-03",295.09,"E",88.52,"G",1946,92.91,46.327715,1.905699,"Location","Maison Individuelle","23025","23","8 Rue de la Fouine 23220 Bonnat",0.94
"FACTURE - DPE","V2012","2013-05-02",0,"N",0,"N",1948,330,45.359622,0.572517,"Vente","Maison Individuelle","24430","24","Barneuil 24310 Brantôme en Périgord",0.94
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-06",228,"D",53,"E",1994,67.09,47.8714611,2.4101499,"Vente","Logement","25000","25","Chemin des Mottes Bouzy-la-Forêt",0.79
"Méthode Facture",,"2013-04-26",0,"N",0,"N",1947,91.15,,,"Vente","Logement","26110","26",,0
"FACTURE","VERSION_2012","2013-04-24",229.53,"D",194.3,"G",1900,69.6,48.897044,1.408464,"Location","Maison Individuelle","27183","27","12 Rue Jacques Hotteterre 27750 La Couture-Boussey",0.91
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-01",229,"D",10,"B",1996,115,48.256981,1.659598,"Vente","Maison Individuelle","28320","28","Rue du Bourguignon 28150 Les Villages Vovéens",0.55
"TROIS_CL_DPE","VERSION_2012","2013-05-03",311.37,"E",93.41,"G",1972,131,47.913174,-3.994096,"Vente","Maison Individuelle","29058","29","Route du Raker 29170 Fouesnant",0.95
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-10",245,"E",10,"B",1983,99,,,"Vente","Maison Individuelle","20240","2A",,0
"3CL - DPE","V2012","2013-05-23",147.42,"C",4.68,"A",2006,59.45,42.5369,9.461611,"Vente","Logement","20148","2B","Residence Campiana I 20290 Lucciana",0.8
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-23",235,"E",55,"E",1948,55,,,"Location","Logement","30000","30",,0
"3CL","3CL-DPE, version 1.3","2013-04-10",175,"D",8,"B",1989,62.27,46.6474649,4.2724376,"Vente","Logement","31600","31","Impasse Émile Zola (Chemin) Sanvignes-les-Mines",0.81
"TROIS_CL_DPE","VERSION_2012","2013-04-19",208.37,"D",10.65,"B",1985,100,43.6417119,0.5950781,"Vente","Maison Individuelle","32001","32","Résidence Les Terrasses (Zone résidentielle) Auch",0.9
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-15",132,"C",31,"D",1983,127.48,45.9354329,-0.6910467,"Vente","Maison Individuelle","33850","33","Rue des Chevreuils (Chemin) Les Nouillers",0.81
"3CL - DPE","V2012","2013-04-15",168.29,"D",31.8,"D",1960,95,43.725832,4.022258,"Vente","Maison Individuelle","34027","34","12 Avenue de Saint Génies 34160 Beaulieu",0.51
"Méthode Facture",,"2013-04-16",239,"E",55,"E",1,15.94,49.9306433,4.0097587,"Vente","Logement","35700","35","Rue de Fougères (Pont) Ohis",0.7
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-02",151,"D",35,"D",1983,82,,,"Vente","Logement","36000","36",,0
"3CL - DPE","V2012","2013-04-12",421.3,"F",24.01,"D",1980,65,47.443708,0.330404,"Vente","Maison Individuelle","37241","37","15 Rue des Cormiers 37340 Savigné-sur-Lathan",0.94
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-25",321,"E",17,"C",1978,89,48.638397,1.6505457,"Location","Maison Individuelle","38150","38","Chemin de la Tour Saint-Lucien",0.8
"TROIS_CL_DPE","VERSION_2012","2013-05-14",131.72,"C",6.95,"B",2000,223.48,46.458368,5.35018,"Vente","Maison Individuelle","39035","39","Chemin de la Puge 39160 Balanod",0.47
"FACTURE","VERSION_2012","2013-04-26",0,"A",0,"A",1900,90,44.143154,-1.220153,"Vente","Logement","40043","40","51 Rue de l'Herte de Pierrot 40170 Bias",0.5
"TROIS_CL_DPE","VERSION_2012","2013-04-22",240.12,"E",25.64,"D",1960,67,47.398595,1.831611,"Vente","Maison Individuelle","41118","41","Rue de la Gare 41200 Loreux",0.31
"Méthode Facture",,"2013-04-30",211,"D",40,"E",1947,123.55,,,"Vente","Maison Individuelle","42460","42",,0
"Méthode Facture",,"2013-04-16",0,"N",0,"N",1947,45,45.5347963,2.1512522,"Vente","Logement","43150","43","(Salle des fêtes) Meymac",0.89
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-05",275,"E",64,"F",1948,93.17,48.8135194,2.3422284,"Location","Logement","44600","44","Square rue de la Paix (Parc) Gentilly",0.75
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-19",408,"F",25,"D",1978,75.81,48.7208152,1.3551176,"Location","Logement","45190","45","Rue du Moulin Rouge (Pont) Vernouillet",0.77
"TROIS_CL_DPE","VERSION_2012","2013-05-09",280.4,"E",15.95,"C",1982,104.75,44.261349,1.361429,"Vente","Maison Individuelle","46063","46","Côte de la Remise 46170 Castelnau Montratier-Sainte Alauzie",0.92
"Méthode Facture",,"2013-05-07",0,"N",0,"N",1947,51,,,"Vente","Maison Individuelle","47140","47",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-24",165,"D",5,"A",2012,110.67,47.1428492,-1.324323,"Vente","Maison Individuelle","48160","48","Lotissement du Hameau des Vignes (Zone résidentielle) Le Pallet",0.74
"TROIS_CL_DPE","VERSION_2012","2013-04-23",214.15,"D",11.87,"C",1999,140,,,"Vente","Maison Individuelle","49007","49",,0
"Méthode Facture",,"2013-04-15",435,"F",93,"G",1947,39.25,47.2783266,5.1047139,"Location","Logement","50840","50","Rue Général de Gaulle (Pont) Neuilly-lès-Dijon",0.9
"3CL - DPE","V2012","2013-05-22",271.83,"E",63.61,"F",1974,96,49.261034,4.037507,"Vente","Maison Individuelle","51454","51","6 Rue Coquebert 51100 Reims",0.96
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-08",379,"F",88,"G",1948,130,48.222523,4.882764,"Vente","Maison Individuelle","52100","52","19 Rue des Vignes 52330 Colombey les Deux Églises",0.54
"3CL - DPE","V2012","2013-04-25",150.06,"C",35.11,"D",2000,128.18,48.302993,-0.634395,"Location","Maison Individuelle","53147","53","10 Rue des Marmottes 53100 Mayenne",0.95
"Méthode Facture",,"2013-04-26",203,"D",47,"E",1947,70,48.905977,2.1463227,"Vente","Logement","54500","54","Square Aristide Briand (Parc) Montesson",0.72
"Méthode Facture",,"2013-05-08",229,"D",7,"B",1947,175,49.363001,5.351399,"Vente","Maison Individuelle","55170","55","7 bis Rue des 3 Fontaines 55150 Écurey-en-Verdunois",0.48
"3CL - DPE","V2012","2013-04-18",481.37,"G",28.75,"D",1986,65.04,,,"Vente","Maison Individuelle","56252","56",,0
"TROIS_CL_DPE","VERSION_2012","2013-04-29",133.33,"C",4.75,"A",1970,74.9,,,"Vente","Maison Individuelle","57016","57",,0
"3CL - DPE","V2012","2013-05-03",274.36,"E",81.14,"G",1977,83.7,46.969462,3.562735,"Location","Maison Individuelle","58113","58","Crecy 58270 Fertrève",0.93
"Méthode Facture",,"2013-04-12",0,"N",0,"N",1947,26,,,"Location","Logement","59163","59",,0
"Méthode Facture",,"2013-04-12",256,"E",8,"B",1,72.58,,,"Neuf","Maison Individuelle","60220","60",,0
"Méthode Facture",,"2013-04-23",428,"F",13,"C",1947,70,48.529802,0.754129,"Vente","Maison Individuelle","61220","61","Le Potager Longny 61290 Longny les Villages",0.52
"Méthode Facture",,"2013-04-19",223,"D",7,"B",1,98.59,49.6912166,3.5923018,"Neuf","Maison Individuelle","62770","62","Chemin de la Rivièrette Pouilly-sur-Serre",0.74
"Méthode Facture",,"2013-05-10",245,"E",57,"F",1947,110,45.914145,2.64112,"Vente","Maison Individuelle","63460","63","5 Place de la Croix Sainte Anne 63380 Villosanges",0.36
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-24",271,"E",15,"C",1989,90,49.5555318,-1.3398443,"Vente","Maison Individuelle","64990","64","Hameau Dorey (Chemin) Crasville",0.76
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-23",249,"E",58,"F",1975,104,,,"Vente","Maison Individuelle","65140","65",,0
"3CL - DPE","V2012","2013-04-15",291.55,"E",15.48,"C",1986,69,42.608056,2.395138,"Vente","Maison Individuelle","66161","66","16 Lotissement les Aloes 66500 Ria-Sirach",0.79
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-26",142,"C",7,"B",2001,134,46.2316711,5.6248068,"Vente","Maison Individuelle","67700","67","Rue des Prés (Pont) Groissiat",0.76
"3CL - DPE","V2012","2013-05-01",252.29,"E",59.04,"F",1949,128.92,48.239104,7.177218,"Copropriété","Logement","68298","68","76 b Rue du Général Bourgeois 68160 Sainte-Marie-aux-Mines",0.95
"Méthode Facture",,"2013-04-11",196,"D",46,"E",1947,88,47.1773086,-1.5530165,"Location","Logement","69240","69","Avenue Marie-Claude Vaillant-Couturier (Piste cyclable) Rezé",0.72
"3CL - DPE","V2012","2013-05-08",209.04,"D",62.71,"F",1982,85,47.686319,6.511826,"Vente","Maison Individuelle","70310","70","83 Rue Henri Marsot 70200 Lure",0.95
"Méthode Facture",,"2013-04-23",291,"E",65,"F",1947,145,46.547306,3.758926,"Vente","Maison Individuelle","71220","71","Le Ble du Boirat 71160 Gilly-sur-Loire",0.51
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-07",237,"E",14,"C",2006,130.34,47.941305,0.269295,"Vente","Maison Individuelle","72260","72","9 Rue du Bosquet 72230 Ruaudin",0.54
"Méthode Facture",,"2013-05-07",498,"G",14,"C",1,49,,,"Vente","Logement","73590","73",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-17",429,"F",27,"D",1983,90.85,,,"Vente","Logement","74360","74",,0
"Méthode Facture",,"2013-04-18",0,"N",0,"N",1947,63.73,48.8841137,2.3564576,"Vente","Logement","75010","75","Boulevard de la Chapelle (Pont) Paris",0.8
"Méthode Facture",,"2013-04-12",191,"D",6,"B",1,156.22,,,"Neuf","Maison Individuelle","76460","76",,0
"FACTURE","VERSION_2012","2013-04-18",77.37,"B",18.1,"C",1900,50,48.877743,2.905531,"Vente","Maison Individuelle","77047","77","3 Rue de la République 77580 Bouleurs",0.42
"Méthode Facture",,"2013-04-23",223,"D",66,"F",1947,15.3,49.0056293,4.2049904,"Vente","Logement","78600","78","Rue de Procession (Chemin) Aulnay-sur-Marne",0.72
"3CL - DPE","V2012","2013-04-12",0,"N",0,"N",1947,83.73,46.810287,-0.252831,"Vente","Maison Individuelle","79047","79","Champs de l'Etang Fourreau 79600 Boussais",0.82
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-15",272,"E",10,"B",1989,111,50.007697,2.777977,"Vente","Maison Individuelle","80560","80","1 bis Rue d'En Bas 80300 Montauban-de-Picardie",0.48
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-10",179,"D",8,"B",2001,48.35,,,"Vente","Logement","81300","81",,0
"Méthode Facture",,"2013-05-17",0,"N",0,"N",1947,53,48.5969196,7.7200906,"Vente","Maison Individuelle","82190","82","Le Bon Berger (Café) Strasbourg",0.89
"3CL","3CL-DPE, version 1.3","2013-04-13",67,"B",20,"C",1989,220,45.1049986,1.452989,"Vente","Maison Individuelle","83670","83","Les Costes (Chemin) Lissac-sur-Couze",0.89
